,AppID,Name,Peak CCU,Required age,Price,DLC count,Supported languages,Metacritic score,Positive,Negative,sum_column,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags,Rank
278,1740000,Cute Honey: Bunny Girl,5,0,4.99,1,"['English', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",0,451,194,645,0,0,Lovely Games,Lovely Games,"Single-player,Steam Achievements,Steam Cloud","Action,Adventure,Casual,Indie,Strategy","Strategy,Action,Adventure,Casual,Action-Adventure,Tower Defense,Turn-Based Strategy,Dating Sim,Sexual Content,Puzzle,3D Platformer,Puzzle-Platformer,3D,Cute,Drama,Relaxing,Education,Nudity,Magic,Story Rich",893
1632,1364210,City Bus Manager,963,0,26.69,0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",0,157,34,191,0,0,PeDePe GbR,Aerosoft GmbH,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud","Casual,Simulation,Early Access","Simulation,Singleplayer,Economy,Management,Automobile Sim,Capitalism,Casual,Logic,Strategy,Grand Strategy,Sandbox,Time Management,Foreign,Colorful,Relaxing,Family Friendly,Cartoony,Early Access",894
1664,1531430,Paragon: The Overprime,0,0,0.0,0,"['English', 'Korean', 'French', 'German', 'Spanish - Spain', 'Russian', 'Arabic', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Portuguese - Brazil', 'Polish', 'Italian', 'Greek', 'Dutch', 'Norwegian', 'Danish', 'Romanian', 'Vietnamese', 'Swedish', 'Spanish - Latin America', 'Czech', 'Thai', 'Portuguese - Portugal', 'Finnish']",0,0,0,0,0,0,Netmarble F&C Team SoulEve,Netmarble,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Stats","Action,Free to Play,Sports,Strategy,Early Access","Action,Free to Play,Sports,Strategy,Early Access",895
524,882100,XCOM®: Chimera Squad,261,0,4.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0,14530,5491,20021,550,397,Firaxis Games,2K,"Single-player,Steam Achievements,Steam Workshop,Remote Play on Tablet",Strategy,"Strategy,Turn-Based Tactics,Aliens,Turn-Based,Turn-Based Strategy,Singleplayer,Sci-fi,Futuristic,Tactical,RPG,Turn-Based Combat,Character Customization,Tactical RPG,Multiplayer,Action",896
233,1333470,Alex Kidd in Miracle World DX,5,0,19.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian', 'Italian']",0,365,61,426,0,0,"Merge Games,Jankenteam",Merge Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie","Precision Platformer,2D Platformer,Difficult,Platformer,2D,Pixel Graphics,Colorful,Adventure,Old School,Retro,1980s,Combat,Singleplayer,Nostalgia,Action,Indie,Driving,Vehicular Combat,Flight,Remake",897
72,524220,NieR:Automata™,888,0,39.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",84,91816,16451,108267,1364,727,"Square Enix,PlatinumGames Inc.",Square Enix,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Action,RPG","Great Soundtrack,Story Rich,Female Protagonist,Action,Hack and Slash,RPG,Open World,JRPG,Anime,Post-apocalyptic,Singleplayer,Robots,Atmospheric,Sci-fi,Nudity,Adventure,Spectacle fighter,Bullet Hell,Character Action Game,Violent",898
733,1141020,Adventure Escape Mysteries,7,0,0.0,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese', 'Portuguese - Brazil', 'Simplified Chinese']",0,298,56,354,0,0,Haiku Games Co,Haiku Games Co,"Single-player,Steam Achievements,In-App Purchases","Adventure,Casual,Free to Play,Indie","Free to Play,Point & Click,Puzzle,Adventure,Detective,Mystery,Indie,Investigation,2D,Colorful,Hand-drawn,Story Rich,Singleplayer,Multiple Endings,Hidden Object,Horror,Female Protagonist,Casual,Co-op,Assassin",899
312,1225570,Unravel Two,138,0,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",76,2888,563,3451,555,67,Coldwood Interactive,Electronic Arts,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure","Co-op,Puzzle,Local Co-Op,Adventure,Multiplayer,Action,Singleplayer,Colorful,Cute,Family Friendly,Action-Adventure,Atmospheric,Local Multiplayer,Platformer,Split Screen,Puzzle-Platformer,Online Co-Op",900
573,113200,The Binding of Isaac,269,0,4.99,1,['English'],84,51759,2493,54252,1288,306,"Edmund McMillen,Florian Himsl",Edmund McMillen,"Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,RPG","Action Roguelike,Rogue-like,Indie,Replay Value,Difficult,Procedural Generation,Dark,Action,Top-Down,Great Soundtrack,Addictive,Singleplayer,Adventure,Rogue-lite,2D,Dungeon Crawler,Survival,RPG,Perma Death,Bullet Hell",902
272,677160,We Were Here Too,78,0,9.99,2,"['English', 'Italian', 'Spanish - Spain', 'French', 'German', 'Simplified Chinese', 'Japanese', 'Korean', 'Dutch', 'Russian', 'Traditional Chinese', 'Polish']",69,4697,1121,5818,201,172,Total Mayhem Games,Total Mayhem Games,"Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Casual,Indie","Escape Room,Online Co-Op,Co-op,Puzzle,Horror,Action-Adventure,Investigation,Multiplayer,First-Person,Atmospheric,Adventure,Multiple Endings,Co-op Campaign,Psychological Horror,Mystery,Linear,Casual,Dark,Immersive,Indie",903
721,891360,Hellcoming,12,0,4.99,0,"['English', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'German', 'Portuguese - Brazil', 'Dutch', 'Polish']",0,436,105,541,0,0,SurgutGames,SurgutGames,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards","Action,Massively Multiplayer","Horror,Online Co-Op,Multiplayer,Survival Horror,Co-op,Survival,First-Person,Supernatural,Dark,Atmospheric,Action,Difficult,Tactical,Demons,Violent,Indie,Psychological Horror,Puzzle,Realistic,Stealth",904
765,1238820,Battlefield 3™,276,17,9.99,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Japanese', 'Czech', 'Hungarian', 'Korean', 'Traditional Chinese']",89,4795,2145,6940,279,305,DICE,Electronic Arts,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards",Action,"Action,Shooter,Singleplayer,FPS,Multiplayer,PvP,First-Person,Team-Based,Tactical,Destruction,Atmospheric,Violent,Co-op,War,Military",905
1481,946610,Pocket Rogues,6,0,7.99,0,"['English', 'Russian']",0,222,16,238,352,352,EtherGaming,EtherGaming,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Leaderboards","Action,Indie,RPG,Early Access","RPG,Action Roguelike,Action,Indie,Rogue-lite,Early Access,Violent,Pixel Graphics,2D,Fantasy,Singleplayer,Difficult",906
1917,2348100,"YEAH! YOU WANT THOSE GAMES, RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM!",8,0,9.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",0,113,12,125,0,0,MONKEYCRAFT Co. Ltd.,D3PUBLISHER,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Casual,"Casual,Puzzle,Puzzle-Platformer,Cute,Funny,Comedy,Parody,Relaxing,2D,3D,Solitaire,Runner,Loot,Family Friendly,Education,Controller,Score Attack,Tutorial,Physics,Singleplayer",907
2139,2153720,Pixel Gun Master,1,0,9.99,0,"['English', 'Korean']",0,4,1,5,0,0,HyperCube Corp.,HyperCube Corp.,Single-player,"Action,Adventure,Casual,Indie,Early Access","Action Roguelike,Looter Shooter,Hack and Slash,Shoot 'Em Up,Top-Down Shooter,Action,Rogue-lite,Shooter,Rogue-like,Casual,2D,Top-Down,Adventure,Early Access,Pixel Graphics,Fantasy,Medieval,Combat,Singleplayer,Hero Shooter",908
2174,1686940,Bopl Battle,386,0,9.99,0,"['English', 'Swedish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",0,1039,21,1060,340,340,Johan Grönvall,Zapray Games,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together",Action,"Action,Multiplayer,2D Fighter,4 Player Local,Online Co-Op,Local Co-Op,Strategy,Cartoony,Co-op,Funny,Local Multiplayer,2D,Colorful,Hand-drawn,Cute,Physics,PvP,Controller,Casual,Comedy",909
1311,853450,Nevergrind Online,502,0,19.99,0,"['English', 'Simplified Chinese', 'German', 'Japanese', 'Russian', 'Polish', 'French']",0,375,38,413,0,0,Neverworks Games,Neverworks Games,"Single-player,Multi-player,MMO,Co-op,Online Co-op,Steam Achievements","Action,Indie,RPG,Early Access","Early Access,RPG,Team-Based,Online Co-Op,Multiplayer,Rogue-like,Real-Time,Action RPG,Rogue-lite,Action Roguelike,First-Person,2D,Fantasy,Magic,Medieval,Combat,Procedural Generation,Inventory Management,PvE,Resource Management",910
1227,1749630,Chill Corner,0,0,0.0,5,"['English', 'Japanese', 'Korean', 'Thai', 'Vietnamese', 'Spanish - Spain', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'French', 'Polish', 'German', 'Turkish']",0,0,0,0,0,0,Low-Hi Tech,Low-Hi Tech,"Single-player,Steam Achievements,Steam Cloud","Casual,Free to Play,Indie,Simulation","Casual,Free to Play,Indie,Simulation",911
979,600090,The Coma: Recut,6,0,5.99,1,"['English', 'French', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Thai', 'Turkish', 'Spanish - Spain', 'German', 'Ukrainian']",0,1238,224,1462,115,161,Devespresso Games,Headup,"Single-player,Steam Trading Cards,Partial Controller Support,Remote Play on TV","Action,Adventure,Indie","Adventure,Indie,Horror,Action,Anime,Violent,2D,Visual Novel,Survival Horror,Psychological Horror,Sexual Content,Mystery,Survival,Story Rich,Great Soundtrack,Nudity,Multiple Endings",912
453,33230,Assassin's Creed 2,486,17,19.99,0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Danish', 'Dutch', 'Korean', 'Swedish']",86,33220,4133,37353,1323,758,Ubisoft Montreal,Ubisoft,Single-player,"Action,Adventure","Action,Open World,Parkour,Adventure,Stealth,Assassin,Third Person,Historical,Story Rich,Singleplayer,Great Soundtrack,Atmospheric,Conspiracy,Action-Adventure,Multiplayer,Classic,Controller,Alternate History,Sandbox,Sci-fi",913
1173,1608700,Soundfall,12,0,29.99,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",0,544,130,674,371,554,Drastic Games,Noodlecake,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure","Rhythm,Looter Shooter,Dungeon Crawler,Multiplayer,Online Co-Op,Music-Based Procedural Generation,Procedural Generation,Female Protagonist,Music,Top-Down Shooter,Action-Adventure,Action,Hack and Slash,Collectathon,Character Customization,Shooter,3D,Third Person,Controller,Loot",914
3,1066890,Automobilista 2,358,0,23.99,11,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America']",0,4278,491,4769,1880,2606,Reiza Studios,Reiza Studios,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Full controller support","Racing,Simulation,Sports","Racing,Simulation,Sports,VR,Automobile Sim,Driving",915
717,433340,Slime Rancher,1630,0,19.99,5,"['English', 'French', 'German', 'Russian', 'Swedish', 'Simplified Chinese', 'Japanese', 'Portuguese - Brazil', 'Korean', 'Spanish - Latin America']",81,90636,1970,92606,860,509,Monomi Park,Monomi Park,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie,Simulation","Cute,Exploration,Adventure,Singleplayer,Open World,First-Person,Colorful,Funny,Sandbox,Simulation,Casual,Fantasy,Management,Indie,Family Friendly,Great Soundtrack,Female Protagonist,Early Access,Action,FPS",916
1720,219740,Don't Starve,2939,0,9.99,4,"['English', 'Simplified Chinese']",79,96938,3225,100163,1283,284,Klei Entertainment,Klei Entertainment,"Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Adventure,Indie,Simulation","Survival,Open World Survival Craft,Crafting,Adventure,Indie,Sandbox,Singleplayer,Perma Death,Open World,Exploration,Multiplayer,Rogue-like,Replay Value,Moddable,Difficult,Simulation,2D,Top-Down,Survival Horror,Horror",917
2184,2285150,The Front,5414,0,19.99,0,"['English', 'French', 'German', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Italian', 'Polish', 'Spanish - Latin America', 'Korean']",0,4842,1873,6715,4866,1076,Samar Studio,Samar Studio,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op","Action,Indie,Massively Multiplayer,Simulation,Early Access","Early Access,Multiplayer,Open World Survival Craft,Survival,Crafting,Building,Base-Building,Tower Defense,Open World,Sandbox,Shooter,Realistic,Tanks,Massively Multiplayer,Singleplayer,Co-op,Simulation,RPG,3D Platformer,First-Person",918
943,605230,Grey Hack,29,0,19.99,0,"['English', 'Spanish - Spain']",0,825,96,921,201,268,Loading Home,Loading Home,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,Steam Workshop","Indie,Massively Multiplayer,Simulation,Early Access","Hacking,Simulation,Massively Multiplayer,Indie,Early Access,Programming,Sandbox,Realistic,Strategy,Typing,Cyberpunk,2D,Automation,Text-Based,Immersive Sim,Logic,Detective,PvP,Education,Adventure",919
422,973810,Journey To The Savage Planet,34,0,29.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",76,3645,483,4128,359,536,Typhoon,505 Games,"Single-player,Multi-player,Co-op,Online Co-op,Full controller support","Action,Adventure","Adventure,Action,Exploration,Action-Adventure,3D Platformer,Arcade,First-Person,Colorful,Multiplayer,Shoot 'Em Up,Comedy,Dark Comedy,1990's,Dark Humor,Co-op,Story Rich,Singleplayer,Metroidvania,Violent,1980s",920
2005,1848520,Fruit Salad,88,0,1.99,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Simplified Chinese', 'Spanish - Latin America']",0,139,3,142,0,0,"The Dead Pixel Society, LLC","The Dead Pixel Society, LLC","Single-player,Steam Achievements,Full controller support,Steam Leaderboards","Casual,Indie","Match 3,Casual,Puzzle,Arcade,2D,Cute,Controller,Colorful,Indie,Family Friendly,Physics,Singleplayer",921
2062,777390,Flyout,343,0,19.99,0,['English'],0,435,37,472,113,113,Stonext Games,Stonext Games,Single-player,"Indie,Simulation,Early Access","Simulation,Sandbox,Flight,Building,3D,Jet,Immersive Sim,Physics,Military,Science,Indie,Early Access,Singleplayer,Procedural Generation,Psychological Horror,Realistic",928
1756,2286790,Helmetman,0,0,15.99,0,"['Korean', 'English']",0,0,0,0,0,0,GoniNmimi Games,GoniNmimi Games,"Single-player,Full controller support","Indie,RPG,Simulation,Strategy,Early Access","Indie,RPG,Simulation,Strategy,Early Access",929
2046,2179850,Cobalt Core,357,0,19.99,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",0,968,23,991,0,0,Rocket Rat Games,Brace Yourself Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Strategy","Roguelike Deckbuilder,Strategy,Card Game,Rogue-like,Turn-Based Strategy,Sci-fi,Tactical RPG,Turn-Based Tactics,Pixel Graphics,Funny,Logic,Space,Tactical,Grid-Based Movement,Deckbuilding,Combat,Singleplayer,PvE,Turn-Based Combat,Story Rich",930
232,1218210,Coromon,223,0,19.99,1,"['English', 'French', 'German', 'Portuguese - Brazil', 'Spanish - Spain', 'Italian', 'Russian', 'Japanese', 'Korean', 'Simplified Chinese']",73,1870,318,2188,2086,1427,TRAGsoft,Freedom Games,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Partial Controller Support","Adventure,Indie,RPG,Strategy","Creature Collector,Turn-Based,Collectathon,JRPG,Pixel Graphics,Difficult,Character Customization,2D,RPG,Turn-Based Combat,Cute,Story Rich,Anime,Colorful,Adventure,Retro,Singleplayer,Indie,Strategy,Exploration",932
870,337340,Finding Paradise,38,0,9.99,2,"['English', 'Simplified Chinese', 'Polish', 'Ukrainian', 'Spanish - Spain', 'Korean', 'Italian', 'Portuguese - Brazil', 'Czech', 'Russian', 'German', 'Turkish', 'Hungarian', 'French', 'Spanish - Latin America']",81,13596,290,13886,268,249,Freebird Games,Freebird Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG","Story Rich,Great Soundtrack,Pixel Graphics,RPGMaker,Indie,Singleplayer,Adventure,RPG,Atmospheric,Emotional,Visual Novel,2D,Interactive Fiction,Comedy,Walking Simulator,Funny,Retro,Female Protagonist,Point & Click,Horror",933
342,412020,Metro Exodus,1212,0,29.99,3,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Portuguese - Brazil', 'Russian', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Japanese']",85,67663,8557,76220,1284,967,4A Games,Deep Silver,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,"Post-apocalyptic,FPS,Open World,Story Rich,Singleplayer,Atmospheric,Action,First-Person,Survival,Shooter,Horror,Adventure,Stealth,Exploration,Survival Horror,Great Soundtrack,Violent,Psychological Horror,Gore,Sci-fi",934
1608,1613580,ARRIVAL: ZERO EARTH,24,0,5.39,0,['English'],0,26,0,26,0,0,jounitus,jounitus,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Indie,Early Access","Early Access,Action Roguelike,Rogue-lite,Arena Shooter,Top-Down Shooter,Indie,Shoot 'Em Up,Rogue-like,Isometric,Bullet Hell,Supernatural,Action,Top-Down,Procedural Generation,Shooter,Exploration,Arcade,1990's,Destruction,Controller",935
238,206440,To the Moon,90,0,9.99,5,"['English', 'French', 'German', 'Italian', 'Russian', 'Korean', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Turkish', 'Simplified Chinese', 'Ukrainian', 'Japanese']",81,60018,2217,62235,210,212,Freebird Games,Freebird Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG","Story Rich,Great Soundtrack,Indie,Emotional,RPGMaker,Adventure,Pixel Graphics,Singleplayer,Interactive Fiction,RPG,Romance,Short,2D,Funny,Psychological,Retro,Cute,Linear,Casual,Female Protagonist",936
